order_id,customer_id,order_date,delivery_date,delivery_time,payment,churn
980,84,2021-10-19,2021-11-14,26 days,1450.0,0
981,830,2021-10-02,2021-10-12,10 days,1420.0,0
982,123,2021-03-30,2021-04-07,8 days,1024.0,0
983,677,2021-07-12,2021-07-14,2 days,1217.0,1
984,359,2021-09-23,2021-09-30,7 days,2074.0,0
985,581,2021-02-07,2021-02-09,2 days,1093.0,1
986,116,2021-08-02,2021-08-15,13 days,685.0,1
987,247,2021-07-13,2021-08-09,27 days,1137.0,1
988,496,2021-02-04,2021-02-16,12 days,1203.0,1
989,595,2021-01-06,2021-01-29,23 days,809.0,1
990,87,2021-08-17,2021-09-06,20 days,1149.0,1
991,493,2021-01-09,2021-01-16,7 days,1239.0,0
992,770,2021-07-23,2021-08-14,22 days,1015.0,1
993,268,2021-03-29,2021-04-11,13 days,1109.0,1
994,920,2021-07-15,2021-07-17,2 days,836.0,1
995,15,2021-04-14,2021-04-28,14 days,1127.0,1
996,345,2021-01-13,2021-02-02,20 days,1459.0,1
997,346,2021-01-18,2021-01-31,13 days,204.0,1
998,407,2021-05-05,2021-05-21,16 days,1352.0,1
999,428,2021-06-15,2021-07-12,27 days,440.0,1
1000,896,2021-04-07,2021-04-24,17 days,,1
